record_id,paper_id,sample_label,data_origin,matrix_class,matrix_name,particle_type,particle_grade,particle_true_density_g_cc,particle_mean_diameter_um,particle_wall_thickness_ratio,particle_volume_fraction,particle_weight_fraction,process_route,cure_or_process_temperature_c,additional_fillers,measured_density_g_cc,theoretical_density_g_cc,matrix_porosity_fraction,particle_breakage_fraction,test_type,strain_rate_per_s,temperature_c,standard,modulus_mpa,strength_mpa,strain_at_failure,energy_absorption_mj_m3,plateau_stress_mpa,densification_strain,specific_modulus_mpa_per_g_cc,specific_strength_mpa_per_g_cc,storage_modulus_mpa,loss_tangent,thermal_conductivity_w_mk,cte_per_k,moisture_uptake_pct,extractor_confidence,flags
W2728148627-009,W2728148627,"Smart syntactic foam without nanotubes, 9 h post-cure at 121.1 C",primary,other_thermoset,"Styrene-based shape memory polymer, Veriflex (CRG Industries)",glass_microballoon,Potters Industries Q-Cel 6014,0.14,85.0,0.981,0.4,,mechanical_mixing_cast,121.1,,,,,,compression,0.00173,25.0,ASTM C365,,19.79,,,,,,,,,,,,0.8,
W2728148627-010,W2728148627,"Smart syntactic foam without nanotubes, 12 h post-cure at 121.1 C",primary,other_thermoset,"Styrene-based shape memory polymer, Veriflex (CRG Industries)",glass_microballoon,Potters Industries Q-Cel 6014,0.14,85.0,0.981,0.4,,mechanical_mixing_cast,121.1,,,,,,compression,0.00173,25.0,ASTM C365,,19.36,,,,,,,,,,,,0.8,
W2728148627-011,W2728148627,"Smart syntactic foam without nanotubes, 15 h post-cure at 121.1 C",primary,other_thermoset,"Styrene-based shape memory polymer, Veriflex (CRG Industries)",glass_microballoon,Potters Industries Q-Cel 6014,0.14,85.0,0.981,0.4,,mechanical_mixing_cast,121.1,,,,,,compression,0.00173,25.0,ASTM C365,,19.45,,,,,,,,,,,,0.8,
W2728148627-012,W2728148627,"Smart syntactic foam without nanotubes, 18 h post-cure at 121.1 C",primary,other_thermoset,"Styrene-based shape memory polymer, Veriflex (CRG Industries)",glass_microballoon,Potters Industries Q-Cel 6014,0.14,85.0,0.981,0.4,,mechanical_mixing_cast,121.1,,,,,,compression,0.00173,25.0,ASTM C365,,19.52,,,,,,,,,,,,0.8,
W2728148627-013,W2728148627,"Smart syntactic foam without nanotubes, 21 h post-cure at 121.1 C",primary,other_thermoset,"Styrene-based shape memory polymer, Veriflex (CRG Industries)",glass_microballoon,Potters Industries Q-Cel 6014,0.14,85.0,0.981,0.4,,mechanical_mixing_cast,121.1,,,,,,compression,0.00173,25.0,ASTM C365,,19.41,,,,,,,,,,,,0.8,
W2728148627-014,W2728148627,"Smart-foam-cored sandwich, control (no impact)",primary,other_thermoset,"Styrene-based shape memory polymer, Veriflex (CRG Industries)",glass_microballoon,Potters Industries Q-Cel 6014,0.14,85.0,0.981,0.4,,vacuum_assisted,100.0,0.15 vol% MWCNT in the core; 7725 woven glass roving fabric skins (0.736 mm cured thickness) infused with the same SMP by VARIM,,,,,compression,,25.0,BSS7260 (Boeing compression-after-impact fixture),653.0,12.23,,,,,,,,,,,,0.75,
W2728148627-015,W2728148627,"Smart-foam-cored sandwich, after 1st impact (30 J)",primary,other_thermoset,"Styrene-based shape memory polymer, Veriflex (CRG Industries)",glass_microballoon,Potters Industries Q-Cel 6014,0.14,85.0,0.981,0.4,,vacuum_assisted,100.0,0.15 vol% MWCNT in the core; 7725 woven glass fabric skins infused with the same SMP,,,,,compression,,25.0,BSS7260,556.0,,,,,,,,,,,,,0.75,
W2728148627-016,W2728148627,"Smart-foam-cored sandwich, after 1st impact + 1st healing",primary,other_thermoset,"Styrene-based shape memory polymer, Veriflex (CRG Industries)",glass_microballoon,Potters Industries Q-Cel 6014,0.14,85.0,0.981,0.4,,vacuum_assisted,100.0,0.15 vol% MWCNT in the core; 7725 woven glass fabric skins infused with the same SMP,,,,,compression,,25.0,BSS7260,614.0,11.44,,,,,,,,,,,,0.75,
W2728148627-017,W2728148627,"Smart-foam-cored sandwich, after 7th impact (30 J)",primary,other_thermoset,"Styrene-based shape memory polymer, Veriflex (CRG Industries)",glass_microballoon,Potters Industries Q-Cel 6014,0.14,85.0,0.981,0.4,,vacuum_assisted,100.0,0.15 vol% MWCNT in the core; 7725 woven glass fabric skins infused with the same SMP,,,,,compression,,25.0,BSS7260,623.0,,,,,,,,,,,,,0.75,
W2728148627-018,W2728148627,"Smart-foam-cored sandwich, after 7th impact + 7th healing",primary,other_thermoset,"Styrene-based shape memory polymer, Veriflex (CRG Industries)",glass_microballoon,Potters Industries Q-Cel 6014,0.14,85.0,0.981,0.4,,vacuum_assisted,100.0,0.15 vol% MWCNT in the core; 7725 woven glass fabric skins infused with the same SMP,,,,,compression,,25.0,BSS7260,725.0,13.9,,,,,,,,,,,,0.75,
W2728148627-019,W2728148627,"Orthogrid-stiffened smart-foam sandwich, 3% prestrain, programmed unimpacted (P)",primary,other_thermoset,"Styrene-based shape memory polymer, Veriflex (CRG Industries)",glass_microballoon,Potters Industries Q-Cel 6014,0.14,85.0,0.981,0.4,,vacuum_assisted,121.1,"No nanotubes in the core; orthogrid skeleton of dry-woven Saint-Gobain glass fibre rovings (E = 70 GPa, tensile strength 1700 MPa) and 7725 woven glass fabric skins",,,,,compression,,25.0,BSS7260,,23.21,,,,,,,,,,,,0.75,
W2728148627-020,W2728148627,"Orthogrid-stiffened smart-foam sandwich, 3% prestrain, after 1st impact 30 J (C1)",primary,other_thermoset,"Styrene-based shape memory polymer, Veriflex (CRG Industries)",glass_microballoon,Potters Industries Q-Cel 6014,0.14,85.0,0.981,0.4,,vacuum_assisted,121.1,No nanotubes in the core; glass fibre orthogrid skeleton and 7725 woven glass fabric skins,,,,,compression,,25.0,BSS7260,,20.12,,,,,,,,,,,,0.75,
W2728148627-021,W2728148627,"Orthogrid-stiffened smart-foam sandwich, 20% prestrain, programmed unimpacted (P), 30 J series",primary,other_thermoset,"Styrene-based shape memory polymer, Veriflex (CRG Industries)",glass_microballoon,Potters Industries Q-Cel 6014,0.14,85.0,0.981,0.4,,vacuum_assisted,121.1,No nanotubes in the core; glass fibre orthogrid skeleton and 7725 woven glass fabric skins,,,,,compression,,25.0,BSS7260,,23.63,,,,,,,,,,,,0.75,
W2728148627-022,W2728148627,"Orthogrid-stiffened smart-foam sandwich, 20% prestrain, after 1st impact 30 J (C1)",primary,other_thermoset,"Styrene-based shape memory polymer, Veriflex (CRG Industries)",glass_microballoon,Potters Industries Q-Cel 6014,0.14,85.0,0.981,0.4,,vacuum_assisted,121.1,No nanotubes in the core; glass fibre orthogrid skeleton and 7725 woven glass fabric skins,,,,,compression,,25.0,BSS7260,,22.72,,,,,,,,,,,,0.75,
W2728148627-023,W2728148627,"Orthogrid-stiffened smart-foam sandwich, 20% prestrain, programmed unimpacted (P), 53 J series",primary,other_thermoset,"Styrene-based shape memory polymer, Veriflex (CRG Industries)",glass_microballoon,Potters Industries Q-Cel 6014,0.14,85.0,0.981,0.4,,vacuum_assisted,121.1,No nanotubes in the core; glass fibre orthogrid skeleton and 7725 woven glass fabric skins,,,,,compression,,25.0,BSS7260,,23.84,,,,,,,,,,,,0.75,
W2728148627-024,W2728148627,"Orthogrid-stiffened smart-foam sandwich, 20% prestrain, after 1st impact 53 J (C1)",primary,other_thermoset,"Styrene-based shape memory polymer, Veriflex (CRG Industries)",glass_microballoon,Potters Industries Q-Cel 6014,0.14,85.0,0.981,0.4,,vacuum_assisted,121.1,No nanotubes in the core; glass fibre orthogrid skeleton and 7725 woven glass fabric skins,,,,,compression,,25.0,BSS7260,,21.87,,,,,,,,,,,,0.75,
W2728148627-025,W2728148627,"Orthogrid-stiffened smart-foam sandwich, 20% prestrain, 53 J, after 7th impact + 7th 3-D confined recovery (C7CR7)",primary,other_thermoset,"Styrene-based shape memory polymer, Veriflex (CRG Industries)",glass_microballoon,Potters Industries Q-Cel 6014,0.14,85.0,0.981,0.4,,vacuum_assisted,121.1,No nanotubes in the core; glass fibre orthogrid skeleton and 7725 woven glass fabric skins,,,,,compression,,25.0,BSS7260,,26.88,,,,,,,,,,,,0.75,
W2743818362-000,W2743818362,"828 (neat Epikote 828 + B-002, unfilled baseline)",primary,epoxy,"Epikote 828 epoxy (Yuka Shell) + B-002 hardener, 50 phr",glass_microballoon,"3M A16 (Sumitomo 3M), surface-treated glass microballoons - none in this baseline",,,,,0.0,mechanical_mixing_cast,120.0,,,,,,flexure,,,,,125.0,,,,,,,,,,,,0.72,
W2743818362-001,W2743818362,"828R (CTBN rubber-modified 828, unfilled baseline)",primary,epoxy,Epikote 828 epoxy + CTBN 1300x9 liquid rubber 10 phr + B-002 hardener 50 phr,glass_microballoon,3M A16 (Sumitomo 3M) - none in this baseline,,,,,0.0,mechanical_mixing_cast,120.0,"CTBN 1300x9 carboxyl-terminated liquid NBR rubber, 10 parts per 100 parts resin",,,,,flexure,,,,,109.0,,,,,,,,,,,,0.72,
W2743818362-002,W2743818362,828G (glass microballoon A16 filled epoxy),primary,epoxy,Epikote 828 epoxy (Yuka Shell) + B-002 hardener 50 phr,glass_microballoon,"3M A16 (Sumitomo 3M), surface-treated glass microballoons, 10 phr",,,,,0.063,mechanical_mixing_cast,120.0,,,,,,flexure,,,,,36.4,,,,,,,,,,,,0.65,
W2743818362-003,W2743818362,"828RG (CTBN rubber-modified, glass microballoon A16 filled epoxy)",primary,epoxy,Epikote 828 epoxy + CTBN 1300x9 liquid rubber 10 phr + B-002 hardener 50 phr,glass_microballoon,"3M A16 (Sumitomo 3M), surface-treated glass microballoons, 10 phr",,,,,0.059,mechanical_mixing_cast,120.0,"CTBN 1300x9 carboxyl-terminated liquid NBR rubber, 10 parts per 100 parts resin",,,,,flexure,,,,,30.6,,,,,,,,,,,,0.65,
W2760437548-000,W2760437548,Al99.5 + Globocer ceramic hollow spheres,primary,aluminum,"Al99.5 technical-purity aluminium (measured: 99.5 Al, 0.1 Si, 0.1 Fe, 0.3 other, wt%)",ceramic_hollow,"Hollomet GmbH Globocer mixed-oxide ceramic hollow spheres (33 wt% Al2O3, 48 wt% amorphous SiO2, 19 wt% mullite)",,1450.0,0.92,,,pressure_infiltration,,,,,,,flexure,,,,,,,,,,,,,,,,,0.8,
W2760437548-001,W2760437548,AlSi12 + Globocer ceramic hollow spheres,primary,aluminum,"AlSi12 aluminium alloy (measured: 86 Al, 12.8 Si, 0.1 Fe, 0.1 Mg, 1.0 other, wt%)",ceramic_hollow,"Hollomet GmbH Globocer mixed-oxide ceramic hollow spheres (33 wt% Al2O3, 48 wt% amorphous SiO2, 19 wt% mullite)",,1450.0,0.92,,,pressure_infiltration,,,,,,,flexure,,,,,,,,,,,,,,,,,0.8,
W2766120207-000,W2766120207,Pure VE (neat vinyl ester),primary,vinyl_ester,"Vinyl ester (bisphenol-A based) with MEKP catalyst, NOROX",glass_microballoon,,,,,0.0,0.0,mechanical_mixing_cast,,,,,,,tension,,25.0,ASTM D638,,39.0,,,,,,,,,,,,0.75,
W2766120207-001,W2766120207,Pure VE (neat vinyl ester),primary,vinyl_ester,"Vinyl ester (bisphenol-A based) with MEKP catalyst, NOROX",glass_microballoon,,,,,0.0,0.0,mechanical_mixing_cast,,,,,,,compression,,25.0,ASTM D695,,112.0,,,,,,,,,,,,0.75,
W2766120207-002,W2766120207,SCFT-01 (2 wt.%),primary,vinyl_ester,"Vinyl ester (bisphenol-A based) with MEKP catalyst, NOROX",glass_microballoon,"Potters Q-CEL Spherical Hollow Microspheres, part no. 5020 (referred to as VE110)",0.11,72.0,,0.04,0.02,mechanical_mixing_cast,,,,,,,tension,,25.0,ASTM D638,,,,,,,,,,,,,,0.5,
W2766120207-003,W2766120207,SCFT-01 (2 wt.%),primary,vinyl_ester,"Vinyl ester (bisphenol-A based) with MEKP catalyst, NOROX",glass_microballoon,"Potters Q-CEL Spherical Hollow Microspheres, part no. 5020 (referred to as VE110)",0.11,72.0,,0.04,0.02,mechanical_mixing_cast,,,,,,,compression,,25.0,ASTM D695,,89.0,,,,,,86.0,,,,,,0.7,
W2766120207-004,W2766120207,SCFT-02 (4 wt.%),primary,vinyl_ester,"Vinyl ester (bisphenol-A based) with MEKP catalyst, NOROX",glass_microballoon,"Potters Q-CEL Spherical Hollow Microspheres, part no. 5020 (referred to as VE110)",0.11,72.0,,,0.04,mechanical_mixing_cast,,,,,,,tension,,25.0,ASTM D638,9920.0,,,,,,,,,,,,,0.35,
W2766120207-005,W2766120207,SCFT-02 (4 wt.%),primary,vinyl_ester,"Vinyl ester (bisphenol-A based) with MEKP catalyst, NOROX",glass_microballoon,"Potters Q-CEL Spherical Hollow Microspheres, part no. 5020 (referred to as VE110)",0.11,72.0,,,0.04,mechanical_mixing_cast,,,,,,,compression,,25.0,ASTM D695,,,,,,,,,,,,,,0.4,
W2766120207-006,W2766120207,SCFT-03 (6 wt.%),primary,vinyl_ester,"Vinyl ester (bisphenol-A based) with MEKP catalyst, NOROX",glass_microballoon,"Potters Q-CEL Spherical Hollow Microspheres, part no. 5020 (referred to as VE110)",0.11,72.0,,,0.06,mechanical_mixing_cast,,,,,,,tension,,25.0,ASTM D638,,,,,,,,,,,,,,0.4,
W2766120207-007,W2766120207,SCFT-03 (6 wt.%),primary,vinyl_ester,"Vinyl ester (bisphenol-A based) with MEKP catalyst, NOROX",glass_microballoon,"Potters Q-CEL Spherical Hollow Microspheres, part no. 5020 (referred to as VE110)",0.11,72.0,,,0.06,mechanical_mixing_cast,,,,,,,compression,,25.0,ASTM D695,,,,,,,,,,,,,,0.4,
W2766120207-008,W2766120207,SCFT-04 (8 wt.%),primary,vinyl_ester,"Vinyl ester (bisphenol-A based) with MEKP catalyst, NOROX",glass_microballoon,"Potters Q-CEL Spherical Hollow Microspheres, part no. 5020 (referred to as VE110)",0.11,72.0,,,0.08,mechanical_mixing_cast,,,,,,,tension,,25.0,ASTM D638,,,,,,,,,,,,,,0.4,
W2766120207-009,W2766120207,SCFT-04 (8 wt.%),primary,vinyl_ester,"Vinyl ester (bisphenol-A based) with MEKP catalyst, NOROX",glass_microballoon,"Potters Q-CEL Spherical Hollow Microspheres, part no. 5020 (referred to as VE110)",0.11,72.0,,,0.08,mechanical_mixing_cast,,,,,,,compression,,25.0,ASTM D695,,,,,,,,,,,,,,0.4,
W2766120207-010,W2766120207,SCFT-05 (10 wt.%),primary,vinyl_ester,"Vinyl ester (bisphenol-A based) with MEKP catalyst, NOROX",glass_microballoon,"Potters Q-CEL Spherical Hollow Microspheres, part no. 5020 (referred to as VE110)",0.11,72.0,,0.08,0.1,mechanical_mixing_cast,,,,,,,tension,,25.0,ASTM D638,,,,,,,,,,,,,,0.4,
W2766120207-011,W2766120207,SCFT-05 (10 wt.%),primary,vinyl_ester,"Vinyl ester (bisphenol-A based) with MEKP catalyst, NOROX",glass_microballoon,"Potters Q-CEL Spherical Hollow Microspheres, part no. 5020 (referred to as VE110)",0.11,72.0,,0.08,0.1,mechanical_mixing_cast,,,,,,,compression,,25.0,ASTM D695,,,,,,,,,,,,,,0.4,
W2786014798-000,W2786014798,SF2200-00,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + Erisys GE-8 C12-C14 aliphatic mono-glycidyl ether diluent, cured with D.E.H. 24 (TETA)",glass_microballoon,3M Scotchlite S22,0.22,35.0,0.922,0.0,,mechanical_mixing_cast,100.0,,1.1269,1.1271,0.00018,,other,,,,,,,,,,,,,,,,,0.9,
W2786014798-001,W2786014798,NMSF2200-01,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + Erisys GE-8 C12-C14 aliphatic mono-glycidyl ether diluent, cured with D.E.H. 24 (TETA)",glass_microballoon,3M Scotchlite S22,0.22,35.0,0.922,0.0,,mechanical_mixing_cast,100.0,"MWCNT (Cheap Tubes Inc., 20-30 nm outer dia., 10-30 um long, true density 2100 kg/m3), 0.1 vol% of composite",1.1277000000000001,1.1280999999999999,0.00035,,other,,,,,,,,,,,,,,,,,0.9,
W2786014798-002,W2786014798,NMSF2200-02,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + Erisys GE-8 C12-C14 aliphatic mono-glycidyl ether diluent, cured with D.E.H. 24 (TETA)",glass_microballoon,3M Scotchlite S22,0.22,35.0,0.922,0.0,,mechanical_mixing_cast,100.0,"MWCNT (Cheap Tubes Inc., 20-30 nm outer dia., 10-30 um long, true density 2100 kg/m3), 0.2 vol% of composite",1.1280999999999999,1.1291,0.00089,,other,,,,,,,,,,,,,,,,,0.9,
W2786014798-003,W2786014798,NMSF2200-05,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + Erisys GE-8 C12-C14 aliphatic mono-glycidyl ether diluent, cured with D.E.H. 24 (TETA)",glass_microballoon,3M Scotchlite S22,0.22,35.0,0.922,0.0,,mechanical_mixing_cast,100.0,"MWCNT (Cheap Tubes Inc., 20-30 nm outer dia., 10-30 um long, true density 2100 kg/m3), 0.5 vol% of composite",1.1293,1.132,0.00239,,other,,,,,,,,,,,,,,,,,0.9,
W2786014798-004,W2786014798,SF2210-00,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + Erisys GE-8 C12-C14 aliphatic mono-glycidyl ether diluent, cured with D.E.H. 24 (TETA)",glass_microballoon,3M Scotchlite S22,0.22,35.0,0.922,0.1,,mechanical_mixing_cast,100.0,,1.0348,1.0364,0.00154,,other,,,,,,,,,,,,,,,,,0.9,
W2786014798-005,W2786014798,NMSF2210-01,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + Erisys GE-8 C12-C14 aliphatic mono-glycidyl ether diluent, cured with D.E.H. 24 (TETA)",glass_microballoon,3M Scotchlite S22,0.22,35.0,0.922,0.1,,mechanical_mixing_cast,100.0,"MWCNT (Cheap Tubes Inc., 20-30 nm outer dia., 10-30 um long, true density 2100 kg/m3), 0.1 vol% of composite (0.2 wt% of composite)",1.0283,1.0374,0.00877,,other,,,,,,,,,,,,,,,,,0.9,
W2786014798-006,W2786014798,NMSF2210-02,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + Erisys GE-8 C12-C14 aliphatic mono-glycidyl ether diluent, cured with D.E.H. 24 (TETA)",glass_microballoon,3M Scotchlite S22,0.22,35.0,0.922,0.1,,mechanical_mixing_cast,100.0,"MWCNT (Cheap Tubes Inc., 20-30 nm outer dia., 10-30 um long, true density 2100 kg/m3), 0.2 vol% of composite (0.4 wt% of composite)",1.0307,1.0384,0.00742,,other,,,,,,,,,,,,,,,,,0.9,
W2786014798-007,W2786014798,NMSF2210-05,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + Erisys GE-8 C12-C14 aliphatic mono-glycidyl ether diluent, cured with D.E.H. 24 (TETA)",glass_microballoon,3M Scotchlite S22,0.22,35.0,0.922,0.1,,mechanical_mixing_cast,100.0,"MWCNT (Cheap Tubes Inc., 20-30 nm outer dia., 10-30 um long, true density 2100 kg/m3), 0.5 vol% of composite (1.01 wt% of composite)",1.0211000000000001,1.0412000000000001,0.0193,,other,,,,,,,,,,,,,,,,,0.9,
W2786014798-008,W2786014798,SF2220-00,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + Erisys GE-8 C12-C14 aliphatic mono-glycidyl ether diluent, cured with D.E.H. 24 (TETA)",glass_microballoon,3M Scotchlite S22,0.22,35.0,0.922,0.2,,mechanical_mixing_cast,100.0,,0.9414,0.9457000000000001,0.00455,,other,,,,,,,,,,,,,,,,,0.9,
W2786014798-009,W2786014798,NMSF2220-01,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + Erisys GE-8 C12-C14 aliphatic mono-glycidyl ether diluent, cured with D.E.H. 24 (TETA)",glass_microballoon,3M Scotchlite S22,0.22,35.0,0.922,0.2,,mechanical_mixing_cast,100.0,"MWCNT (Cheap Tubes Inc., 20-30 nm outer dia., 10-30 um long, true density 2100 kg/m3), 0.1 vol% of composite (0.22 wt% of composite)",0.9438,0.9467000000000001,0.00306,,other,,,,,,,,,,,,,,,,,0.9,
W2786014798-010,W2786014798,NMSF2220-02,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + Erisys GE-8 C12-C14 aliphatic mono-glycidyl ether diluent, cured with D.E.H. 24 (TETA)",glass_microballoon,3M Scotchlite S22,0.22,35.0,0.922,0.2,,mechanical_mixing_cast,100.0,"MWCNT (Cheap Tubes Inc., 20-30 nm outer dia., 10-30 um long, true density 2100 kg/m3), 0.2 vol% of composite (0.44 wt% of composite)",0.9354,0.9476,0.01287,,other,,,,,,,,,,,,,,,,,0.9,
W2786014798-011,W2786014798,NMSF2220-05,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + Erisys GE-8 C12-C14 aliphatic mono-glycidyl ether diluent, cured with D.E.H. 24 (TETA)",glass_microballoon,3M Scotchlite S22,0.22,35.0,0.922,0.2,,mechanical_mixing_cast,100.0,"MWCNT (Cheap Tubes Inc., 20-30 nm outer dia., 10-30 um long, true density 2100 kg/m3), 0.5 vol% of composite (1.1 wt% of composite)",0.9294,0.9505,0.0222,,other,,,,,,,,,,,,,,,,,0.9,
W2786014798-012,W2786014798,SF2250-00,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + Erisys GE-8 C12-C14 aliphatic mono-glycidyl ether diluent, cured with D.E.H. 24 (TETA)",glass_microballoon,3M Scotchlite S22,0.22,35.0,0.922,0.5,,mechanical_mixing_cast,100.0,,0.6412,0.6736,0.0481,,other,,,,,,,,,,,,,,,,,0.9,
W2786014798-013,W2786014798,NMSF2250-01,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + Erisys GE-8 C12-C14 aliphatic mono-glycidyl ether diluent, cured with D.E.H. 24 (TETA)",glass_microballoon,3M Scotchlite S22,0.22,35.0,0.922,0.5,,mechanical_mixing_cast,100.0,"MWCNT (Cheap Tubes Inc., 20-30 nm outer dia., 10-30 um long, true density 2100 kg/m3), 0.1 vol% of composite (0.31 wt% of composite)",0.6424,0.6745,0.04759,,other,,,,,,,,,,,,,,,,,0.9,
W2786014798-014,W2786014798,NMSF2250-02,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + Erisys GE-8 C12-C14 aliphatic mono-glycidyl ether diluent, cured with D.E.H. 24 (TETA)",glass_microballoon,3M Scotchlite S22,0.22,35.0,0.922,0.5,,mechanical_mixing_cast,100.0,"MWCNT (Cheap Tubes Inc., 20-30 nm outer dia., 10-30 um long, true density 2100 kg/m3), 0.2 vol% of composite (0.62 wt% of composite)",0.6427999999999999,0.6755,0.04841,,other,,,,,,,,,,,,,,,,,0.9,
W2786014798-015,W2786014798,NMSF2250-05,primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + Erisys GE-8 C12-C14 aliphatic mono-glycidyl ether diluent, cured with D.E.H. 24 (TETA)",glass_microballoon,3M Scotchlite S22,0.22,35.0,0.922,0.5,,mechanical_mixing_cast,100.0,"MWCNT (Cheap Tubes Inc., 20-30 nm outer dia., 10-30 um long, true density 2100 kg/m3), 0.5 vol% of composite (1.55 wt% of composite)",0.638,0.6784,0.05955,,other,,,,,,,,,,,,,,,,,0.9,
W2786014798-016,W2786014798,"SF2250-00 (plain syntactic foam, 50 vol% S22 GMB)",primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + Erisys GE-8 C12-C14 aliphatic mono-glycidyl ether diluent, cured with D.E.H. 24 (TETA)",glass_microballoon,3M Scotchlite S22,0.22,35.0,0.922,0.5,,mechanical_mixing_cast,100.0,,0.6412,0.6736,0.0481,,other,,43.0,ASTM E1461 (laser flash),,,,,,,,,,,0.14,,,0.8,
W2786014798-017,W2786014798,"NMSF2250 (nanotube-mixed syntactic foam, 50 vol% S22 GMB; specific CNT loading not stated with this value)",primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + Erisys GE-8 C12-C14 aliphatic mono-glycidyl ether diluent, cured with D.E.H. 24 (TETA)",glass_microballoon,3M Scotchlite S22,0.22,35.0,0.922,0.5,,mechanical_mixing_cast,100.0,"MWCNT mixed into the resin; 0.1, 0.2 or 0.5 vol% of composite (the 0.13 W/m-K value is quoted for 'NMSF' without naming which of the three)",,,,,other,,43.0,ASTM E1461 (laser flash),,,,,,,,,,,0.13,,,0.6,
W2786014798-018,W2786014798,"NGSF (nanotube-grown syntactic foam, 50 vol% S22 GMB; CNT grown in situ by CVD, 0.77-2.82 vol% per Table 18)",primary,epoxy,"DGEBA epoxy D.E.R. 332 (Dow) + Erisys GE-8 C12-C14 aliphatic mono-glycidyl ether diluent, cured with D.E.H. 24 (TETA)",glass_microballoon,3M Scotchlite S22,0.22,35.0,0.922,0.5,,mechanical_mixing_cast,100.0,"MWCNT (6-20 nm dia., 0.5-0.75 um long) grown directly on the microballoon surface by two-stage thermal CVD (900 C / 600 C, NH3 + C2H2, electroless Ni catalyst); nanotube content 0.77, 2.01, 2.77 or 2.82 vol% of composite (1.61, 4.01, 5.19, 5.65 wt%) per Table 18",,,,,other,,43.0,ASTM E1461 (laser flash),,,,,,,,,,,0.26,,,0.6,
W2802757567-000,W2802757567,"Neat Sylgard 184 matrix (100:10 base resin:curing agent, cured at 71 C) - literature/derived constants",secondary,other_thermoset,"Sylgard 184 PDMS silicone elastomer (Dow), 100:10 parts by weight base resin to curing agent",other,,,,,0.0,0.0,mechanical_mixing_cast,71.0,,,,,,other,,25.0,,2.52,,,,,,,,,,,,,0.8,
W2802757567-001,W2802757567,"Sylgard 184 / A16-500 GMB, 100:10:1.98 (10 vol% GMB)",primary,other_thermoset,"Sylgard 184 PDMS silicone elastomer (Dow), 100:10 parts by weight base resin to curing agent",glass_microballoon,3M A16/500 borosilicate glass bubbles,,60.0,0.9667,0.1,0.018,mechanical_mixing_cast,71.0,,,,,,compression,0.15,25.0,,,,,,,,,,,,,,,0.85,
W2802757567-002,W2802757567,"Sylgard 184 / A16-500 GMB, 100:10:4.38 (20 vol% GMB)",primary,other_thermoset,"Sylgard 184 PDMS silicone elastomer (Dow), 100:10 parts by weight base resin to curing agent",glass_microballoon,3M A16/500 borosilicate glass bubbles,,60.0,0.9667,0.2,0.038,mechanical_mixing_cast,71.0,,,,,,compression,0.15,25.0,,,,,,,0.5,,,,,,,,0.7,
W2802757567-003,W2802757567,"Sylgard 184 / A16-500 GMB, 100:10:7.38 (30 vol% GMB)",primary,other_thermoset,"Sylgard 184 PDMS silicone elastomer (Dow), 100:10 parts by weight base resin to curing agent",glass_microballoon,3M A16/500 borosilicate glass bubbles,,60.0,0.9667,0.3,0.063,mechanical_mixing_cast,71.0,,,,,,compression,0.15,25.0,,,,,,,,,,,,,,,0.85,
W2802757567-004,W2802757567,"Sylgard 184 / A16-500 GMB, 100:10:10 (37 vol% GMB)",primary,other_thermoset,"Sylgard 184 PDMS silicone elastomer (Dow), 100:10 parts by weight base resin to curing agent",glass_microballoon,3M A16/500 borosilicate glass bubbles,,60.0,0.9667,0.37,0.091,mechanical_mixing_cast,71.0,,,,,,compression,0.15,25.0,,,,,,,,,,,,,,,0.85,
W2802757567-005,W2802757567,"Sylgard 184 / A16-500 GMB, 100:10:14.7 (46.2 vol% GMB)",primary,other_thermoset,"Sylgard 184 PDMS silicone elastomer (Dow), 100:10 parts by weight base resin to curing agent",glass_microballoon,3M A16/500 borosilicate glass bubbles,,60.0,0.9667,0.462,0.118,mechanical_mixing_cast,71.0,,,,,,compression,0.15,25.0,,,,,,,,,,,,,,,0.85,
